"publication_id","title","url","abstract","categories","author_name","date"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","hidenori watarai","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","hideo matsuhara","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","hitoshi hanami","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","chris pearson","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","moo-young chun","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","myung gyoon lee","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","myungshin im","2007-04-09"
1136,"an optical source catalog of the north ecliptic pole region","http://arxiv.org/abs/0704.1182","we present a five (u*,g',r',i',z') band optical photometry catalog of the sources in the north ecliptic pole (nep) region based on deep observations made with megacam at cfht. the source catalog covers about 2 square degree area centered at the nep and reaches depths of about 26 mag for u*, g', r' bands, about 25 mag for i' band, and about 24 mag for z' band (4 sigma detection over an 1 arcsec aperture). the total number of cataloged sources brighter than r'= 23 mag is about 56,000 including both point sources and extended sources. from the investigation of photometric properties using the color-magnitude diagrams and color-color diagrams, we have found that the colors of extended sources are mostly (u*-r') < 3.0 and (g'-z') > 0.5. this can be used to separate the extended sources from the point sources reliably, even for the faint source domain where typical morphological classification schemes hardly work efficiently. we have derived an empirical color-redshift relation of the red sequence galaxies using the sloan digital sky survey data. by applying this relation to our photometry catalog and searching for any spatial overdensities, we have found two galaxy clusters and one nearby galaxy group.","physics","narae hwang","2007-04-09"
1215,"the measurement calculus","http://arxiv.org/abs/0704.1263","measurement-based quantum computation has emerged from the physics community as a new approach to quantum computation where the notion of measurement is the main driving force of computation. this is in contrast with the more traditional circuit model which is based on unitary operations. among measurement-based quantum computation methods, the recently introduced one-way quantum computer stands out as fundamental. we develop a rigorous mathematical model underlying the one-way quantum computer and present a concrete syntax and operational semantics for programs, which we call patterns, and an algebra of these patterns derived from a denotational semantics. more importantly, we present a calculus for reasoning locally and compositionally about these patterns. we present a rewrite theory and prove a general standardization theorem which allows all patterns to be put in a semantically equivalent standard form. standardization has far-reaching consequences: a new physical architecture based on performing all the entanglement in the beginning, parallelization by exposing the dependency structure of measurements and expressiveness theorems. furthermore we formalize several other measurement-based models: teleportation, phase and pauli models and present compositional embeddings of them into and from the one-way model. this allows us to transfer all the theory we develop for the one-way model to these models. this shows that the framework we have developed has a general impact on measurement-based computation and is not just particular to the one-way quantum computer.","mathematics","prakash panangaden","2007-04-10"
1215,"the measurement calculus","http://arxiv.org/abs/0704.1263","measurement-based quantum computation has emerged from the physics community as a new approach to quantum computation where the notion of measurement is the main driving force of computation. this is in contrast with the more traditional circuit model which is based on unitary operations. among measurement-based quantum computation methods, the recently introduced one-way quantum computer stands out as fundamental. we develop a rigorous mathematical model underlying the one-way quantum computer and present a concrete syntax and operational semantics for programs, which we call patterns, and an algebra of these patterns derived from a denotational semantics. more importantly, we present a calculus for reasoning locally and compositionally about these patterns. we present a rewrite theory and prove a general standardization theorem which allows all patterns to be put in a semantically equivalent standard form. standardization has far-reaching consequences: a new physical architecture based on performing all the entanglement in the beginning, parallelization by exposing the dependency structure of measurements and expressiveness theorems. furthermore we formalize several other measurement-based models: teleportation, phase and pauli models and present compositional embeddings of them into and from the one-way model. this allows us to transfer all the theory we develop for the one-way model to these models. this shows that the framework we have developed has a general impact on measurement-based computation and is not just particular to the one-way quantum computer.","mathematics","elham kashefi","2007-04-10"
1215,"the measurement calculus","http://arxiv.org/abs/0704.1263","measurement-based quantum computation has emerged from the physics community as a new approach to quantum computation where the notion of measurement is the main driving force of computation. this is in contrast with the more traditional circuit model which is based on unitary operations. among measurement-based quantum computation methods, the recently introduced one-way quantum computer stands out as fundamental. we develop a rigorous mathematical model underlying the one-way quantum computer and present a concrete syntax and operational semantics for programs, which we call patterns, and an algebra of these patterns derived from a denotational semantics. more importantly, we present a calculus for reasoning locally and compositionally about these patterns. we present a rewrite theory and prove a general standardization theorem which allows all patterns to be put in a semantically equivalent standard form. standardization has far-reaching consequences: a new physical architecture based on performing all the entanglement in the beginning, parallelization by exposing the dependency structure of measurements and expressiveness theorems. furthermore we formalize several other measurement-based models: teleportation, phase and pauli models and present compositional embeddings of them into and from the one-way model. this allows us to transfer all the theory we develop for the one-way model to these models. this shows that the framework we have developed has a general impact on measurement-based computation and is not just particular to the one-way quantum computer.","mathematics","vincent danos","2007-04-10"
1215,"the measurement calculus","http://arxiv.org/abs/0704.1263","measurement-based quantum computation has emerged from the physics community as a new approach to quantum computation where the notion of measurement is the main driving force of computation. this is in contrast with the more traditional circuit model which is based on unitary operations. among measurement-based quantum computation methods, the recently introduced one-way quantum computer stands out as fundamental. we develop a rigorous mathematical model underlying the one-way quantum computer and present a concrete syntax and operational semantics for programs, which we call patterns, and an algebra of these patterns derived from a denotational semantics. more importantly, we present a calculus for reasoning locally and compositionally about these patterns. we present a rewrite theory and prove a general standardization theorem which allows all patterns to be put in a semantically equivalent standard form. standardization has far-reaching consequences: a new physical architecture based on performing all the entanglement in the beginning, parallelization by exposing the dependency structure of measurements and expressiveness theorems. furthermore we formalize several other measurement-based models: teleportation, phase and pauli models and present compositional embeddings of them into and from the one-way model. this allows us to transfer all the theory we develop for the one-way model to these models. this shows that the framework we have developed has a general impact on measurement-based computation and is not just particular to the one-way quantum computer.","physics","prakash panangaden","2007-04-10"
1215,"the measurement calculus","http://arxiv.org/abs/0704.1263","measurement-based quantum computation has emerged from the physics community as a new approach to quantum computation where the notion of measurement is the main driving force of computation. this is in contrast with the more traditional circuit model which is based on unitary operations. among measurement-based quantum computation methods, the recently introduced one-way quantum computer stands out as fundamental. we develop a rigorous mathematical model underlying the one-way quantum computer and present a concrete syntax and operational semantics for programs, which we call patterns, and an algebra of these patterns derived from a denotational semantics. more importantly, we present a calculus for reasoning locally and compositionally about these patterns. we present a rewrite theory and prove a general standardization theorem which allows all patterns to be put in a semantically equivalent standard form. standardization has far-reaching consequences: a new physical architecture based on performing all the entanglement in the beginning, parallelization by exposing the dependency structure of measurements and expressiveness theorems. furthermore we formalize several other measurement-based models: teleportation, phase and pauli models and present compositional embeddings of them into and from the one-way model. this allows us to transfer all the theory we develop for the one-way model to these models. this shows that the framework we have developed has a general impact on measurement-based computation and is not just particular to the one-way quantum computer.","physics","elham kashefi","2007-04-10"
1215,"the measurement calculus","http://arxiv.org/abs/0704.1263","measurement-based quantum computation has emerged from the physics community as a new approach to quantum computation where the notion of measurement is the main driving force of computation. this is in contrast with the more traditional circuit model which is based on unitary operations. among measurement-based quantum computation methods, the recently introduced one-way quantum computer stands out as fundamental. we develop a rigorous mathematical model underlying the one-way quantum computer and present a concrete syntax and operational semantics for programs, which we call patterns, and an algebra of these patterns derived from a denotational semantics. more importantly, we present a calculus for reasoning locally and compositionally about these patterns. we present a rewrite theory and prove a general standardization theorem which allows all patterns to be put in a semantically equivalent standard form. standardization has far-reaching consequences: a new physical architecture based on performing all the entanglement in the beginning, parallelization by exposing the dependency structure of measurements and expressiveness theorems. furthermore we formalize several other measurement-based models: teleportation, phase and pauli models and present compositional embeddings of them into and from the one-way model. this allows us to transfer all the theory we develop for the one-way model to these models. this shows that the framework we have developed has a general impact on measurement-based computation and is not just particular to the one-way quantum computer.","physics","vincent danos","2007-04-10"
1342,"what can be learned studying the distribution of the biggest fragment ?","http://arxiv.org/abs/0704.1396","in the canonical formalism of statistical physics, a signature of a first order phase transition for finite systems is the bimodal distribution of an order parameter. previous thermodynamical studies of nuclear sources produced in heavy-ion collisions provide information which support the existence of a phase transition in those finite nuclear systems. some results suggest that the observable z1 (charge of the biggest fragment) can be considered as a reliable order parameter of the transition. this talk will show how from peripheral collisions studied with the indra detector at gsi we can obtain this bimodal behaviour of z1. getting rid of the entrance channel effects and under the constraint of an equiprobable distribution of excitation energy (e*), we use the canonical description of a phase transition to link this bimodal behaviour with the residual convexity of the entropy. theoretical (with and without phase transition) and experimental z1-e* correlations are compared. this comparison allows us to rule out the case without transition. moreover that quantitative comparison provides us with information about the coexistence region in the z1-e* plane which is in good agreement with that obtained with the signal of abnormal uctuations of configurational energy (microcanonical negative heat capacity).","physics","marie-france rivet","2007-04-11"
1342,"what can be learned studying the distribution of the biggest fragment ?","http://arxiv.org/abs/0704.1396","in the canonical formalism of statistical physics, a signature of a first order phase transition for finite systems is the bimodal distribution of an order parameter. previous thermodynamical studies of nuclear sources produced in heavy-ion collisions provide information which support the existence of a phase transition in those finite nuclear systems. some results suggest that the observable z1 (charge of the biggest fragment) can be considered as a reliable order parameter of the transition. this talk will show how from peripheral collisions studied with the indra detector at gsi we can obtain this bimodal behaviour of z1. getting rid of the entrance channel effects and under the constraint of an equiprobable distribution of excitation energy (e*), we use the canonical description of a phase transition to link this bimodal behaviour with the residual convexity of the entropy. theoretical (with and without phase transition) and experimental z1-e* correlations are compared. this comparison allows us to rule out the case without transition. moreover that quantitative comparison provides us with information about the coexistence region in the z1-e* plane which is in good agreement with that obtained with the signal of abnormal uctuations of configurational energy (microcanonical negative heat capacity).","physics","francesca gulminelli","2007-04-11"
1342,"what can be learned studying the distribution of the biggest fragment ?","http://arxiv.org/abs/0704.1396","in the canonical formalism of statistical physics, a signature of a first order phase transition for finite systems is the bimodal distribution of an order parameter. previous thermodynamical studies of nuclear sources produced in heavy-ion collisions provide information which support the existence of a phase transition in those finite nuclear systems. some results suggest that the observable z1 (charge of the biggest fragment) can be considered as a reliable order parameter of the transition. this talk will show how from peripheral collisions studied with the indra detector at gsi we can obtain this bimodal behaviour of z1. getting rid of the entrance channel effects and under the constraint of an equiprobable distribution of excitation energy (e*), we use the canonical description of a phase transition to link this bimodal behaviour with the residual convexity of the entropy. theoretical (with and without phase transition) and experimental z1-e* correlations are compared. this comparison allows us to rule out the case without transition. moreover that quantitative comparison provides us with information about the coexistence region in the z1-e* plane which is in good agreement with that obtained with the signal of abnormal uctuations of configurational energy (microcanonical negative heat capacity).","physics","eric bonnet","2007-04-11"
1342,"what can be learned studying the distribution of the biggest fragment ?","http://arxiv.org/abs/0704.1396","in the canonical formalism of statistical physics, a signature of a first order phase transition for finite systems is the bimodal distribution of an order parameter. previous thermodynamical studies of nuclear sources produced in heavy-ion collisions provide information which support the existence of a phase transition in those finite nuclear systems. some results suggest that the observable z1 (charge of the biggest fragment) can be considered as a reliable order parameter of the transition. this talk will show how from peripheral collisions studied with the indra detector at gsi we can obtain this bimodal behaviour of z1. getting rid of the entrance channel effects and under the constraint of an equiprobable distribution of excitation energy (e*), we use the canonical description of a phase transition to link this bimodal behaviour with the residual convexity of the entropy. theoretical (with and without phase transition) and experimental z1-e* correlations are compared. this comparison allows us to rule out the case without transition. moreover that quantitative comparison provides us with information about the coexistence region in the z1-e* plane which is in good agreement with that obtained with the signal of abnormal uctuations of configurational energy (microcanonical negative heat capacity).","physics","bernard borderie","2007-04-11"
1342,"what can be learned studying the distribution of the biggest fragment ?","http://arxiv.org/abs/0704.1396","in the canonical formalism of statistical physics, a signature of a first order phase transition for finite systems is the bimodal distribution of an order parameter. previous thermodynamical studies of nuclear sources produced in heavy-ion collisions provide information which support the existence of a phase transition in those finite nuclear systems. some results suggest that the observable z1 (charge of the biggest fragment) can be considered as a reliable order parameter of the transition. this talk will show how from peripheral collisions studied with the indra detector at gsi we can obtain this bimodal behaviour of z1. getting rid of the entrance channel effects and under the constraint of an equiprobable distribution of excitation energy (e*), we use the canonical description of a phase transition to link this bimodal behaviour with the residual convexity of the entropy. theoretical (with and without phase transition) and experimental z1-e* correlations are compared. this comparison allows us to rule out the case without transition. moreover that quantitative comparison provides us with information about the coexistence region in the z1-e* plane which is in good agreement with that obtained with the signal of abnormal uctuations of configurational energy (microcanonical negative heat capacity).","physics","nicolas le neindre","2007-04-11"
1407,"physical parameters of evolved stars in clusters and in the field from line-depth ratios","http://arxiv.org/abs/0704.1462","we present a high-resolution spectroscopic analysis of two samples of evolved stars selected in the field and in the intermediate-age open cluster ic 4651, for which detailed measurements of chemical composition were made in the last few years. applying the gray's method based on ratios of line depths, we determine the effective temperature and compare our results with previous ones obtained by means of the curves of growth of iron lines. the knowledge of the temperature enables us to estimate other fundamental stellar parameters, such as color excess, age, and mass.","physics","a. p. hatzes","2007-04-11"
1407,"physical parameters of evolved stars in clusters and in the field from line-depth ratios","http://arxiv.org/abs/0704.1462","we present a high-resolution spectroscopic analysis of two samples of evolved stars selected in the field and in the intermediate-age open cluster ic 4651, for which detailed measurements of chemical composition were made in the last few years. applying the gray's method based on ratios of line depths, we determine the effective temperature and compare our results with previous ones obtained by means of the curves of growth of iron lines. the knowledge of the temperature enables us to estimate other fundamental stellar parameters, such as color excess, age, and mass.","physics","l. girardi","2007-04-11"
1407,"physical parameters of evolved stars in clusters and in the field from line-depth ratios","http://arxiv.org/abs/0704.1462","we present a high-resolution spectroscopic analysis of two samples of evolved stars selected in the field and in the intermediate-age open cluster ic 4651, for which detailed measurements of chemical composition were made in the last few years. applying the gray's method based on ratios of line depths, we determine the effective temperature and compare our results with previous ones obtained by means of the curves of growth of iron lines. the knowledge of the temperature enables us to estimate other fundamental stellar parameters, such as color excess, age, and mass.","physics","a. frasca","2007-04-11"
1407,"physical parameters of evolved stars in clusters and in the field from line-depth ratios","http://arxiv.org/abs/0704.1462","we present a high-resolution spectroscopic analysis of two samples of evolved stars selected in the field and in the intermediate-age open cluster ic 4651, for which detailed measurements of chemical composition were made in the last few years. applying the gray's method based on ratios of line depths, we determine the effective temperature and compare our results with previous ones obtained by means of the curves of growth of iron lines. the knowledge of the temperature enables us to estimate other fundamental stellar parameters, such as color excess, age, and mass.","physics","e. marilli","2007-04-11"
1407,"physical parameters of evolved stars in clusters and in the field from line-depth ratios","http://arxiv.org/abs/0704.1462","we present a high-resolution spectroscopic analysis of two samples of evolved stars selected in the field and in the intermediate-age open cluster ic 4651, for which detailed measurements of chemical composition were made in the last few years. applying the gray's method based on ratios of line depths, we determine the effective temperature and compare our results with previous ones obtained by means of the curves of growth of iron lines. the knowledge of the temperature enables us to estimate other fundamental stellar parameters, such as color excess, age, and mass.","physics","j. setiawan","2007-04-11"
1407,"physical parameters of evolved stars in clusters and in the field from line-depth ratios","http://arxiv.org/abs/0704.1462","we present a high-resolution spectroscopic analysis of two samples of evolved stars selected in the field and in the intermediate-age open cluster ic 4651, for which detailed measurements of chemical composition were made in the last few years. applying the gray's method based on ratios of line depths, we determine the effective temperature and compare our results with previous ones obtained by means of the curves of growth of iron lines. the knowledge of the temperature enables us to estimate other fundamental stellar parameters, such as color excess, age, and mass.","physics","s. catalano","2007-04-11"
1407,"physical parameters of evolved stars in clusters and in the field from line-depth ratios","http://arxiv.org/abs/0704.1462","we present a high-resolution spectroscopic analysis of two samples of evolved stars selected in the field and in the intermediate-age open cluster ic 4651, for which detailed measurements of chemical composition were made in the last few years. applying the gray's method based on ratios of line depths, we determine the effective temperature and compare our results with previous ones obtained by means of the curves of growth of iron lines. the knowledge of the temperature enables us to estimate other fundamental stellar parameters, such as color excess, age, and mass.","physics","k. biazzo","2007-04-11"
1407,"physical parameters of evolved stars in clusters and in the field from line-depth ratios","http://arxiv.org/abs/0704.1462","we present a high-resolution spectroscopic analysis of two samples of evolved stars selected in the field and in the intermediate-age open cluster ic 4651, for which detailed measurements of chemical composition were made in the last few years. applying the gray's method based on ratios of line depths, we determine the effective temperature and compare our results with previous ones obtained by means of the curves of growth of iron lines. the knowledge of the temperature enables us to estimate other fundamental stellar parameters, such as color excess, age, and mass.","physics","l. pasquini","2007-04-11"
1407,"physical parameters of evolved stars in clusters and in the field from line-depth ratios","http://arxiv.org/abs/0704.1462","we present a high-resolution spectroscopic analysis of two samples of evolved stars selected in the field and in the intermediate-age open cluster ic 4651, for which detailed measurements of chemical composition were made in the last few years. applying the gray's method based on ratios of line depths, we determine the effective temperature and compare our results with previous ones obtained by means of the curves of growth of iron lines. the knowledge of the temperature enables us to estimate other fundamental stellar parameters, such as color excess, age, and mass.","physics","l. da silva","2007-04-11"
1416,"the generalized pt-symmetric sinh-gordon potential solvable within quantum hamilton-jacobi formalism","http://arxiv.org/abs/0704.1471","the generalized sinh-gordon potential is solved within quantum hamiltonian jacobi approach in the framework of pt symmetry. the quasi exact solutions of energy eigenvalues and eigenfunctions of the generalized sinh-gordon potential are found for n=0,1 states.","physics","ozlem yesiltas","2007-04-11"
1416,"the generalized pt-symmetric sinh-gordon potential solvable within quantum hamilton-jacobi formalism","http://arxiv.org/abs/0704.1471","the generalized sinh-gordon potential is solved within quantum hamiltonian jacobi approach in the framework of pt symmetry. the quasi exact solutions of energy eigenvalues and eigenfunctions of the generalized sinh-gordon potential are found for n=0,1 states.","physics","s. bilge ocak","2007-04-11"
1534,"multi-wavelength analysis of a quiet solar region","http://arxiv.org/abs/0704.1592","we present observations of a solar quiet region obtained by the ground-based dutch open telescope (dot), and by instruments on the spacecraft soho and trace. the observations were obtained during a coordinated observing campaign on october 2005. the aim of this work is to present the rich diversity of fine-scale structures that are found at the network boundaries and their appearance in different instruments and different spectral lines that span the photosphere to the corona. detailed studies of these structures are crucial to understanding their dynamics in different solar layers, as well as the role such structures play in the mass balance and heating of the solar atmosphere.","physics","p. young","2007-04-12"
1534,"multi-wavelength analysis of a quiet solar region","http://arxiv.org/abs/0704.1592","we present observations of a solar quiet region obtained by the ground-based dutch open telescope (dot), and by instruments on the spacecraft soho and trace. the observations were obtained during a coordinated observing campaign on october 2005. the aim of this work is to present the rich diversity of fine-scale structures that are found at the network boundaries and their appearance in different instruments and different spectral lines that span the photosphere to the corona. detailed studies of these structures are crucial to understanding their dynamics in different solar layers, as well as the role such structures play in the mass balance and heating of the solar atmosphere.","physics","p. heinzel","2007-04-12"
1534,"multi-wavelength analysis of a quiet solar region","http://arxiv.org/abs/0704.1592","we present observations of a solar quiet region obtained by the ground-based dutch open telescope (dot), and by instruments on the spacecraft soho and trace. the observations were obtained during a coordinated observing campaign on october 2005. the aim of this work is to present the rich diversity of fine-scale structures that are found at the network boundaries and their appearance in different instruments and different spectral lines that span the photosphere to the corona. detailed studies of these structures are crucial to understanding their dynamics in different solar layers, as well as the role such structures play in the mass balance and heating of the solar atmosphere.","physics","k. tziotziou","2007-04-12"
1534,"multi-wavelength analysis of a quiet solar region","http://arxiv.org/abs/0704.1592","we present observations of a solar quiet region obtained by the ground-based dutch open telescope (dot), and by instruments on the spacecraft soho and trace. the observations were obtained during a coordinated observing campaign on october 2005. the aim of this work is to present the rich diversity of fine-scale structures that are found at the network boundaries and their appearance in different instruments and different spectral lines that span the photosphere to the corona. detailed studies of these structures are crucial to understanding their dynamics in different solar layers, as well as the role such structures play in the mass balance and heating of the solar atmosphere.","physics","g. tsiropoula","2007-04-12"
1534,"multi-wavelength analysis of a quiet solar region","http://arxiv.org/abs/0704.1592","we present observations of a solar quiet region obtained by the ground-based dutch open telescope (dot), and by instruments on the spacecraft soho and trace. the observations were obtained during a coordinated observing campaign on october 2005. the aim of this work is to present the rich diversity of fine-scale structures that are found at the network boundaries and their appearance in different instruments and different spectral lines that span the photosphere to the corona. detailed studies of these structures are crucial to understanding their dynamics in different solar layers, as well as the role such structures play in the mass balance and heating of the solar atmosphere.","physics","j. giannikakis","2007-04-12"
1534,"multi-wavelength analysis of a quiet solar region","http://arxiv.org/abs/0704.1592","we present observations of a solar quiet region obtained by the ground-based dutch open telescope (dot), and by instruments on the spacecraft soho and trace. the observations were obtained during a coordinated observing campaign on october 2005. the aim of this work is to present the rich diversity of fine-scale structures that are found at the network boundaries and their appearance in different instruments and different spectral lines that span the photosphere to the corona. detailed studies of these structures are crucial to understanding their dynamics in different solar layers, as well as the role such structures play in the mass balance and heating of the solar atmosphere.","physics","u. schuehle","2007-04-12"
1601,"can a black hole collapse to a space-time singularity?","http://arxiv.org/abs/0704.1661","a critique of the singularity theorems of penrose, hawking, and geroch is given. it is pointed out that a gravitationally collapsing black hole acts as an ultrahigh energy particle accelerator that can accelerate particles to energies inconceivable in any terrestrial particle accelerator, and that when the energy $e$ of the particles comprising matter in a black hole is $\sim 10^{2} gev$ or more, or equivalently, the temperature $t$ is $\sim 10^{15} k$ or more, the entire matter in the black hole is converted into quark-gluon plasma permeated by leptons. as quarks and leptons are fermions, it is emphasized that the collapse of a black-hole to a space-time singularity is inhibited by pauli's exclusion principle. it is also suggested that ultimately a black hole may end up either as a stable quark star, or as a pulsating quark star which may be a source of gravitational radiation, or it may simply explode with a mini bang of a sort.","physics","r. k. thakur","2007-04-12"
1748,"the luckycam survey for very low mass binaries ii: 13 new m4.5-m6.0 binaries","http://arxiv.org/abs/0704.1812","we present results from a high-angular-resolution survey of 78 very low mass (vlm) binary systems with 6.0 <= v-k colour <= 7.5 and proper motion >= 0.15 arcsec/yr. 21 vlm binaries were detected, 13 of them new discoveries. the new binary systems range in separation between 0.18 arcsec and 1.3 arcsec. the distance-corrected binary fraction is 13.5% (+6.5%/-4%), in agreement with previous results. 9 of the new binary systems have orbital radii > 10 au, including a new wide vlm binary with 27 au projected orbital separation. one of the new systems forms two components of a 2300 au separation triple system. we find that the orbital radius distribution of the binaries with v-k < 6.5 in this survey appears to be different from that of redder (lower-mass) objects, suggesting a possible rapid change in the orbital radius distribution at around the m5 spectral type. the target sample was also selected to investigate x-ray activity among vlm binaries. there is no detectable correlation between excess x-ray emission and the frequency and binary properties of the vlm systems.","physics","s. t. hodgkin","2007-04-16"
